no,category,title,author,date,views,url,page
252,일반자료,2026년 창업진흥원 기관 영문 홍보물,홍보팀,2026/04/17,238,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4467&tag=&nPage=1,1
251,일반자료,2026년 창업진흥원 기관 홍보물,홍보팀,2026/04/17,361,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4466&tag=&nPage=1,1
250,창업 연구자료,[2025년 창업진흥원 연구용역 결과보고서] 2025년 1인 창조기업 실태조사,이혜빈,2026/04/07,432,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4457&tag=&nPage=1,1
249,창업 통계자료,[2025년 창업진흥원 연구용역 결과보고서] 2025년 창업지원기업 이력·성과 조사,데이터분석팀,2026/01/20,750,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4371&tag=&nPage=1,1
248,창업 통계자료,[2025년 창업진흥원 연구용역 결과보고서] 2025년 창업기업실태조사,데이터분석팀,2026/01/20,"1,131",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4370&tag=&nPage=1,1
247,일반자료,(데이터 개방) AI 친화·고가치 데이터_1인 창업기업 특성별 업력 상세정보,디지털전환팀,2025/10/30,"1,080",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4315&tag=&nPage=1,1
246,일반자료,"2024년, 2025년 초격차 스타트업 1000+ 프로젝트 창업기업 디렉토리북",딥테크육성팀,2025/10/21,"3,989",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4303&tag=&nPage=1,1
245,창업 연구자료,[2024년 창업진흥원 연구용역 결과보고서] 재창업 지원기업 실태조사(2024),리챌린지팀,2025/09/24,"1,297",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4285&tag=&nPage=1,1
244,일반자료,"2025년 창업진흥원 기관 영문 홍보물(브로슈어, 리플렛)",대외협력팀,2025/07/23,730,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4228&tag=&nPage=1,1
243,일반자료,"2025년 창업진흥원 기관 홍보물(브로슈어, 리플렛)",대외협력팀,2025/07/23,"1,124",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4227&tag=&nPage=1,1
242,창업 연구자료,[2024년 창업진흥원 연구용역 결과보고서] 1인 창조기업 육성에 관한 법률 개정 검토 연구용역,지역허브팀,2024/12/03,624,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4108&tag=&nPage=2,2
241,창업 연구자료,[2024년 창업진흥원 연구용역 결과보고서] 2024년 1인 창조기업 실태조사,지역허브팀,2025/02/28,"2,722",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4107&tag=&nPage=2,2
240,창업 연구자료,지역기반 스타트업 클러스터 조성전략 수립 연구용역,지역창업실,2024/04/23,694,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4077&tag=&nPage=2,2
239,창업 연구자료,창업지원 3개년('24~'26) 계획 수립방안,창업규제정책실,2024/06/30,"1,330",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4075&tag=&nPage=2,2
238,일반자료,[주샌프란시스코총영사관] 스타트업 실리콘밸리 진출 가이드북,대외협력팀,2025/02/14,"2,440",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4032&tag=&nPage=2,2
237,창업 연구자료,[2024년 창업진흥원 연구용역 결과보고서] 2024년 창업기업실태조사,정책개발팀,2025/01/15,"8,200",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4017&tag=&nPage=2,2
236,창업 연구자료,[2024년 창업진흥원 연구용역 결과보고서] 2024년 창업지원기업 이력·성과 조사,정책개발팀,2025/01/15,"2,479",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4016&tag=&nPage=2,2
235,창업 연구자료,[2024년 창업진흥원 연구용역 결과보고서] 2024년 대학 창업인프라 실태조사,정책개발팀,2025/01/07,"2,474",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4008&tag=&nPage=2,2
234,창업 연구자료,[2024년 창업진흥원 연구용역 결과보고서] 글로벌 기업가정신 연구(GEM) 2023-2024,정책개발팀,2024/12/09,"1,636",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3998&tag=&nPage=2,2
233,창업 연구자료,[2023년 창업진흥원 연구용역 결과보고서] 주요 창업·벤처 정책이슈 실태조사,창업규제정책실,2024/09/19,"1,547",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3920&tag=&nPage=2,2
232,창업 연구자료,중장년 기술창업센터 평가지표 개발 및 만족도 평가 연구용역,지역창업실,2024/03/25,560,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=4072&tag=&nPage=3,3
231,창업 연구자료,[2023년 창업진흥원 연구용역 결과보고서] 대학 창업인프라 실태조사,창업규제정책실,2024/03/14,"1,678",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3921&tag=&nPage=3,3
230,창업 통계자료,[2023년 창업진흥원 연구용역 결과보고서] 2023년 1인 창조기업 실태조사 결과보고서,지역창업실,2024/03/28,"3,533",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3820&tag=&nPage=3,3
229,창업 연구자료,[2023년 창업진흥원 연구용역 결과보고서] 아기유니콘 등 혁신기업의 경영권 안정화를 위한 복수의결권 현장 가이드 개발 용역,민관협력창업실,2024/03/14,"1,346",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3662&tag=&nPage=3,3
228,창업 연구자료,[2023년 창업진흥원 연구용역 결과보고서] 디지털 스타트업 생태계 조성을 위한 플랫폼 구축 방안,창업규제정책실,2024/03/14,"1,792",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3660&tag=&nPage=3,3
227,창업 연구자료,[2023년 창업진흥원 연구용역 결과보고서] 창업규제 관리체계 구축 방안,창업규제정책실,2024/03/14,"1,180",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3659&tag=&nPage=3,3
226,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 2022년 창업에듀 고도화 방안 연구용역,창업교육실,2024/03/14,"1,570",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3658&tag=&nPage=3,3
225,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 저탄소·친환경 그린스타트업타운 조성 컨설팅,지역창업실,2024/03/14,"1,041",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3657&tag=&nPage=3,3
224,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 민관협력 오픈이노베이션 지원사업 중장기 운영 로드맵 수립,민관협력창업실,2024/03/14,"1,130",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3656&tag=&nPage=3,3
223,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 스타트업 글로벌 진출 관련 규제애로 현황 및 개선방안,창업규제정책실,2024/03/14,"1,454",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3654&tag=&nPage=3,3
222,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 헬스케어 빅데이터 플랫폼 기반 AI 스타트업 육성 사업 타당성 분석,창업규제정책실,2024/03/14,"1,144",https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3653&tag=&nPage=4,4
221,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 1인 창조기업 네트워킹 플랫폼 기획 연구용역,지역창업실,2024/03/14,965,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3652&tag=&nPage=4,4
220,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 비대면 서비스 바우처 사업 성과조사,재도전창업실,2024/03/14,809,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3651&tag=&nPage=4,4
219,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 2022년 혁신창업스쿨 추적조사 및 만족도 조사,창업교육실,2024/03/14,510,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3650&tag=&nPage=4,4
218,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 창업규제 발굴·개선을 위한 창업규제트리 개발 연구,창업규제정책실,2024/03/14,600,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3649&tag=&nPage=4,4
217,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 주요 창업·벤처 정책이슈 실태조사,창업규제정책실,2024/03/14,684,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3648&tag=&nPage=4,4
216,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 재창업 지원기업 실태조사,창업규제정책실,2024/03/14,716,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3647&tag=&nPage=4,4
215,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 창업지원기업 이력·성과 조사,창업규제정책실,2024/03/14,841,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3646&tag=&nPage=4,4
214,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 해외 창업규제 네거티브 정책 현황조사,창업규제정책실,2024/03/14,437,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3644&tag=&nPage=4,4
213,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] CES 2022 혁신상 수상 국내 벤처창업기업 규제발굴,창업규제정책실,2024/03/14,504,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3643&tag=&nPage=4,4
212,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 혁신창업성장 규제발굴,창업규제정책실,2024/03/14,513,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3642&tag=&nPage=5,5
211,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 주요 선진국의 창업·벤처통계 비교분석,창업규제정책실,2024/03/14,663,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3641&tag=&nPage=5,5
210,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 글로벌 기업가정신 연구(GEM Korea),창업규제정책실,2024/03/14,723,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3640&tag=&nPage=5,5
209,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 대학 창업인프라 실태조사,창업규제정책실,2024/03/14,546,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3639&tag=&nPage=5,5
208,창업 연구자료,[2022년 창업진흥원 연구용역 결과보고서] 국내 글로벌 창업생태계 활성화 방안,글로벌창업협력실,2024/03/14,645,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3638&tag=&nPage=5,5
207,창업 연구자료,[2021년 창업진흥원 연구용역 결과보고서] 글로벌 액셀러레이팅 프로그램 창업기업 이력성과 전수조사,글로벌창업협력실,2024/03/14,606,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3637&tag=&nPage=5,5
206,창업 연구자료,[2021년 창업진흥원 연구용역 결과보고서] 비대면 서비스 바우처 사업개편 방안 연구용역,재도전창업실,2024/03/14,513,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3636&tag=&nPage=5,5
205,창업 연구자료,[2021년 창업진흥원 연구용역 결과보고서] 20년 비대면 바우처 수요기업 실태조사 용역,재도전창업실,2024/03/14,347,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3635&tag=&nPage=5,5
204,창업 연구자료,[2021년 창업진흥원 연구용역 결과보고서] 비대면 기업 성장애로 실태조사,재도전창업실,2024/03/14,378,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3634&tag=&nPage=5,5
203,창업 연구자료,[2021년 창업진흥원 연구용역 결과보고서] 비대면 플랫폼 고도화 컨설팅(ISP),재도전창업실,2024/03/14,683,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3633&tag=&nPage=5,5
202,창업 연구자료,[2021년 창업진흥원 연구용역 결과보고서] 재창업 지원기업 실태조사,재도전창업실,2024/03/14,531,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3632&tag=&nPage=6,6
201,창업 연구자료,[2021년 창업진흥원 연구용역 결과보고서] 컴업 중장기 로드맵 수립,글로벌창업협력실,2024/03/14,525,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3631&tag=&nPage=6,6
200,창업 연구자료,[2021년 창업진흥원 연구용역 결과보고서] 국내외 컨퍼런스 개최 현황 조사,글로벌창업협력실,2024/03/14,373,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3630&tag=&nPage=6,6
199,창업 연구자료,[2021년 창업진흥원 연구용역 결과보고서] 청소년 기업가정신 확산을 위한 온라인 교육과정 개발,창업교육실,2024/03/14,452,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3629&tag=&nPage=6,6
198,창업 연구자료,[2021년 창업진흥원 연구용역 결과보고서] 창업에듀 현황조사,창업교육실,2024/03/14,419,https://www.kised.or.kr/board.es?mid=a10309000000&bid=0008&act=view&list_no=3628&tag=&nPage=6,6
